particulars,posting_date,cost_center,voucher_type,debit,credit,net_balance
Net settlement for Equity with settlement number: 2024180,2024-09-23,NSE-EQ - Z,Book Voucher,76619.910088,0,1369.574594
DP Charges for Sale of ANGELONE on 24/09/2024,2024-09-24,NSE-EQ - Z,Journal Entry,15.045,0,1354.529594
Net settlement for Equity with settlement number: 2024181,2024-09-24,NSE-EQ - Z,Book Voucher,0,10399.368102,11753.897696
DP Charges for Sale of RAYMOND on 25/09/2024,2024-09-25,NSE-EQ - Z,Journal Entry,15.045,0,11738.852696
Net settlement for Equity with settlement number: 2024182,2024-09-25,NSE-EQ - Z,Book Voucher,5303.839031,0,6435.013665
DP Charges for Sale of AWFIS on 26/09/2024,2024-09-26,NSE-EQ - Z,Journal Entry,15.045,0,6419.968665
Net settlement for Equity with settlement number: 2024183,2024-09-26,NSE-EQ - Z,Book Voucher,5287.562377,0,1132.406288
Net settlement for Equity with settlement number: 2024184,2024-09-27,NSE-EQ - Z,Book Voucher,932.49939,0,199.906898
DP Charges for Sale of SULA on 30/09/2024,2024-09-30,NSE-EQ - Z,Journal Entry,15.045,0,184.861898
Net settlement for Equity with settlement number: 2024185,2024-09-30,NSE-EQ - Z,Book Voucher,0,1918.259263,2103.121161
Net settlement for Equity with settlement number: 2024186,2024-10-01,NSE-EQ - Z,Book Voucher,1888.541979,0,214.579182
Funds auto-settled to the primary bank account  with reference number 945d939dd93758fb8c8da3,2024-10-04,NSE-EQ - Z,Bank Payments,214.58,0,-0.000818
Being fee for smallcase,2024-10-07,NSE-EQ - Z,Journal Entry,118,0,-118.000818
Funds added using payment gateway fromX with reference number IGARXSWAQ2,2024-10-07,NSE-EQ - Z,Bank Receipts,0,55000,54881.999182
Funds added using payment gateway fromX with reference number IGARXTDJF0,2024-10-07,NSE-EQ - Z,Bank Receipts,0,55000,109881.999182
Being payment gateway charges debited forX,2024-10-07,NSE-EQ - Z,Journal Entry,10.62,0,109871.379182
Being payment gateway charges debited forX,2024-10-07,NSE-EQ - Z,Journal Entry,10.62,0,109860.759182
Net settlement for Equity with settlement number: 2024189,2024-10-07,NSE-EQ - Z,Book Voucher,76826.982153,0,33033.777029
Net settlement for Equity with settlement number: 2024191,2024-10-09,NSE-EQ - Z,Book Voucher,14647.676441,0,18386.100588
Net settlement for Equity with settlement number: 2024192,2024-10-10,NSE-EQ - Z,Book Voucher,18293.606978,0,92.49361
DP Charges for Sale of THOMASCOTT on 14/10/2024,2024-10-14,NSE-EQ - Z,Journal Entry,15.045,0,77.44861
Net settlement for Equity with settlement number: 2024194,2024-10-14,NSE-EQ - Z,Book Voucher,36.620247,0,40.828363
Funds added using payment gateway fromX with reference number IGARZSEWJ7,2024-10-25,NSE-EQ - Z,Bank Receipts,0,50000,50040.828363
Being payment gateway charges debited forX,2024-10-25,NSE-EQ - Z,Journal Entry,10.62,0,50030.208363
Net settlement for Equity with settlement number: 2024203,2024-10-25,NSE-EQ - Z,Book Voucher,49843.428283,0,186.78008
DP Charges for Sale of IDFCFIRSTB on 28/10/2024,2024-10-28,NSE-EQ - Z,Journal Entry,15.045,0,171.73508
Net settlement for Equity with settlement number: 2024204,2024-10-28,NSE-EQ - Z,Book Voucher,0,5829.283942,6001.019022
Funds added using payment gateway fromX with reference number IGASADXGR1,2024-10-29,NSE-EQ - Z,Bank Receipts,0,10000,16001.019022
Being payment gateway charges debited forX,2024-10-29,NSE-EQ - Z,Journal Entry,10.62,0,15990.399022
Net settlement for Equity with settlement number: 2024205,2024-10-29,NSE-EQ - Z,Book Voucher,15484.938748,0,505.460274
Net settlement for Equity with settlement number: 2024206,2024-10-30,NSE-EQ - Z,Book Voucher,203.321036,0,302.139238
Net settlement for Equity with settlement number: 2024209,2024-11-04,NSE-EQ - Z,Book Voucher,203.021022,0,99.118216
Funds added using payment gateway fromX with reference number IGASAXPEY3,2024-11-05,NSE-EQ - Z,Bank Receipts,0,40000,40099.118216
Being payment gateway charges debited forX,2024-11-05,NSE-EQ - Z,Journal Entry,10.62,0,40088.498216
Net settlement for Equity with settlement number: 2024211,2024-11-06,NSE-EQ - Z,Book Voucher,6121.140497,0,33967.357719
Net settlement for Equity with settlement number: 2024213,2024-11-08,NSE-EQ - Z,Book Voucher,24781.952532,0,9185.405187
Net settlement for Equity with settlement number: 2024215,2024-11-12,NSE-EQ - Z,Book Voucher,5678.123926,0,3507.281261
Net settlement for Equity with settlement number: 2024216,2024-11-13,NSE-EQ - Z,Book Voucher,3328.744135,0,178.537126
Funds added using UPI fromX with reference number 432354381002,2024-11-18,NSE-EQ - Z,Bank Receipts,0,90000,90178.537126
Net settlement for Equity with settlement number: 2024219,2024-11-19,NSE-EQ - Z,Book Voucher,25347.080601,0,64831.456525
Net settlement for Equity with settlement number: 2024220,2024-11-21,NSE-EQ - Z,Book Voucher,43035.522442,0,21795.934083
DP Charges for Sale of DREAMFOLKS on 22/11/2024,2024-11-22,NSE-EQ - Z,Journal Entry,15.045,0,21780.889083
Net settlement for Equity with settlement number: 2024221,2024-11-22,NSE-EQ - Z,Book Voucher,0,23227.105145,45007.994228
Net settlement for Equity with settlement number: 2024223,2024-11-26,NSE-EQ - Z,Book Voucher,6656.813841,0,38351.180387
DP Charges for Sale of DREAMFOLKS on 28/11/2024,2024-11-28,NSE-EQ - Z,Journal Entry,15.045,0,38336.135387
DP Charges for Sale of CENTURYPLY on 28/11/2024,2024-11-28,NSE-EQ - Z,Journal Entry,15.045,0,38321.090387
Net settlement for Equity with settlement number: 2024225,2024-11-28,NSE-EQ - Z,Book Voucher,38622.780104,0,-301.689717
DP Charges for Sale of CENTURYPLY on 02/12/2024,2024-12-02,NSE-EQ - Z,Journal Entry,15.045,0,-316.734717
Net settlement for Equity with settlement number: 2024227,2024-12-02,NSE-EQ - Z,Book Voucher,0,2196.686109,1879.951392
DP Charges for Sale of DREAMFOLKS on 05/12/2024,2024-12-05,NSE-EQ - Z,Journal Entry,15.045,0,1864.906392
Net settlement for Equity with settlement number: 2024230,2024-12-05,NSE-EQ - Z,Book Voucher,111.580378,0,1753.326014
Funds added using UPI fromX with reference number 434036159443,2024-12-05,NSE-EQ - Z,Bank Receipts,0,95000,96753.326014
Net settlement for Equity with settlement number: 2024231,2024-12-06,NSE-EQ - Z,Book Voucher,7470.74094,0,89282.585074
Net settlement for Equity with settlement number: 2024232,2024-12-09,NSE-EQ - Z,Book Voucher,17318.563639,0,71964.021435
Net settlement for Equity with settlement number: 2024233,2024-12-10,NSE-EQ - Z,Book Voucher,22829.930185,0,49134.09125
Net settlement for Equity with settlement number: 2024234,2024-12-11,NSE-EQ - Z,Book Voucher,16393.637764,0,32740.453486
Net settlement for Equity with settlement number: 2024235,2024-12-12,NSE-EQ - Z,Book Voucher,17477.264782,0,15263.188704
Net settlement for Equity with settlement number: 2024236,2024-12-13,NSE-EQ - Z,Book Voucher,11465.015115,0,3798.173589
Net settlement for Equity with settlement number: 2024237,2024-12-16,NSE-EQ - Z,Book Voucher,3492.442283,0,305.731306
Net settlement for Equity with settlement number: 2024239,2024-12-18,NSE-EQ - Z,Book Voucher,188.298843,0,117.432463
Funds added using UPI fromX with reference number 435823596378,2024-12-23,NSE-EQ - Z,Bank Receipts,0,60000,60117.432463
Net settlement for Equity with settlement number: 2024242,2024-12-23,NSE-EQ - Z,Book Voucher,55136.308497,0,4981.123966
Net settlement for Equity with settlement number: 2024243,2024-12-24,NSE-EQ - Z,Book Voucher,3546.494268,0,1434.629698
Net settlement for Equity with settlement number: 2024244,2024-12-26,NSE-EQ - Z,Book Voucher,1401.369245,0,33.260453
Funds auto-settled to the primary bank account  with reference number c9fca7290dc736662ee015,2025-01-01,NSE-EQ - Z,Bank Payments,33.26,0,0.000453
DP Charges for Sale of PERSISTENT on 02/01/2025,2025-01-02,NSE-EQ - Z,Journal Entry,15.045,0,-15.044547
Net settlement for Equity with settlement number: 2025002,2025-01-02,NSE-EQ - Z,Book Voucher,0,98.108122,83.063575
Funds added using UPI fromX with reference number 500374750859,2025-01-03,NSE-EQ - Z,Bank Receipts,0,100000,100083.063575
Net settlement for Equity with settlement number: 2025003,2025-01-03,NSE-EQ - Z,Book Voucher,57140.727757,0,42942.335818
Payout of 10000.0/- to State Bank of India 20176720803 A/C number as per withdrawal request made on 2025-01-03 with reference number 4aa0bd86f9,2025-01-04,NSE-EQ - Z,Bank Payments,10000,0,32942.335818
Funds added using UPI fromX with reference number 500646101425,2025-01-06,NSE-EQ - Z,Bank Receipts,0,53000,85942.335818
Net settlement for Equity with settlement number: 2025004,2025-01-06,NSE-EQ - Z,Book Voucher,60076.475751,0,25865.860067
DP Charges for Sale of ICEMAKE on 08/01/2025,2025-01-08,NSE-EQ - Z,Journal Entry,15.045,0,25850.815067
Net settlement for Equity with settlement number: 2025006,2025-01-08,NSE-EQ - Z,Book Voucher,23993.497375,0,1857.317692
DP Charges for Sale of ICEMAKE on 09/01/2025,2025-01-09,NSE-EQ - Z,Journal Entry,15.045,0,1842.272692
Net settlement for Equity with settlement number: 2025007,2025-01-09,NSE-EQ - Z,Book Voucher,1780.360078,0,61.912614
Funds added using UPI fromX with reference number 502269035894,2025-01-22,NSE-EQ - Z,Bank Receipts,0,42500,42561.912614
Net settlement for Equity with settlement number: 2025016,2025-01-22,NSE-EQ - Z,Book Voucher,42087.88152,0,474.031094
Net settlement for Equity with settlement number: 2025018,2025-01-24,NSE-EQ - Z,Book Voucher,284.874741,0,189.156353
Funds added using UPI fromX with reference number 502792785837,2025-01-27,NSE-EQ - Z,Bank Receipts,0,19000,19189.156353
Net settlement for Equity with settlement number: 2025019,2025-01-27,NSE-EQ - Z,Book Voucher,19116.376167,0,72.780186
Funds added using UPI fromX with reference number 502898049437,2025-01-28,NSE-EQ - Z,Bank Receipts,0,80000,80072.780186
Net settlement for Equity with settlement number: 2025020,2025-01-28,NSE-EQ - Z,Book Voucher,67982.237774,0,12090.542412
Net settlement for Equity with settlement number: 2025021,2025-01-29,NSE-EQ - Z,Book Voucher,11966.358873,0,124.183539
DP Charges for Sale of MANORAMA on 12/02/2025,2025-02-12,NSE-EQ - Z,Journal Entry,15.045,0,109.138539
Net settlement for Equity with settlement number: 2025032,2025-02-12,NSE-EQ - Z,Book Voucher,0,155.359893,264.498432
Funds added using UPI fromX with reference number 504478185042,2025-02-13,NSE-EQ - Z,Bank Receipts,0,85000,85264.498432
Net settlement for Equity with settlement number: 2025033,2025-02-13,NSE-EQ - Z,Book Voucher,601.384257,0,84663.114175
Net settlement for Equity with settlement number: 2025034,2025-02-14,NSE-EQ - Z,Book Voucher,62989.35867,0,21673.755505
Net settlement for Equity with settlement number: 2025035,2025-02-17,NSE-EQ - Z,Book Voucher,21637.197306,0,36.558199
DP Charges for Sale of APTUS on 05/09/2023,2023-09-05,NSE-EQ - Z,Journal Entry,15.93,0,25491.920758
DP Charges for Sale of INDIGO on 18/02/2025,2025-02-18,NSE-EQ - Z,Journal Entry,15.045,0,21.513199
DP Charges for Sale of ASIANPAINT on 18/02/2025,2025-02-18,NSE-EQ - Z,Journal Entry,15.045,0,6.468199
Net settlement for Equity with settlement number: 2025036,2025-02-18,NSE-EQ - Z,Book Voucher,8.206184,0,-1.737985
AMC for Demat Account for 12-09-2024 to 11-12-2024,2025-03-24,NSE-EQ - Z,Journal Entry,88.5,0,-90.237985
Net settlement for Equity with settlement number: 2025060,2025-03-26,NSE-EQ - Z,Book Voucher,0,27814.889609,27724.651624
DP Charges for Sale of NUVAMA on 26/03/2025,2025-03-26,NSE-EQ - Z,Journal Entry,15.045,0,27709.606624
Net settlement for Equity with settlement number: 2025062,2025-03-28,NSE-EQ - Z,Book Voucher,15281.758275,0,12427.848349
DP Charges for Sale of PIIND on 01/04/2025,2025-04-01,NSE-EQ - Z,Journal Entry,15.045,0,12412.803349
Net settlement for Equity with settlement number: 2025063,2025-04-01,NSE-EQ - Z,Book Voucher,0,3351.330366,15764.133715
Net settlement for Equity with settlement number: 2025064,2025-04-02,NSE-EQ - Z,Book Voucher,8643.484732,0,7120.648983
Net settlement for Equity with settlement number: 2025065,2025-04-03,NSE-EQ - Z,Book Voucher,6094.899446,0,1025.749537
Net settlement for Equity with settlement number: 2025066,2025-04-04,NSE-EQ - Z,Book Voucher,778.347113,0,247.402424
AMC for Demat Account for 12-12-2024 to 12-03-2025,2025-04-30,NSE-EQ - Z,Journal Entry,88.5,0,158.902424
Funds added using UPI fromX with reference number 161912401295,2025-05-09,NSE-EQ - Z,Bank Receipts,0,125000,125158.902424
Net settlement for Equity with settlement number: 2025090,2025-05-14,NSE-EQ - Z,Book Voucher,124803.681224,0,355.2212
DP Charges for Sale of MASFIN on 14/05/2025,2025-05-14,NSE-EQ - Z,Journal Entry,15.045,0,340.1762
Funds added using UPI fromX with reference number 516069290106,2025-06-09,NSE-EQ - Z,Bank Receipts,0,50000,50340.1762
Net settlement for Equity with settlement number: 2025110,2025-06-11,NSE-EQ - Z,Book Voucher,28692.204534,0,21647.971666
Net settlement for Equity with settlement number: 2025113,2025-06-16,NSE-EQ - Z,Book Voucher,9840.031609,0,11807.940057
Net settlement for Equity with settlement number: 2025114,2025-06-17,NSE-EQ - Z,Book Voucher,7004.90732,0,4803.032737
Funds transferred back as part of quarterly settlement with reference number 73052106897332bd0e4128,2025-07-04,NSE-EQ - Z,Bank Payments,4803.03,0,0.002737
Funds added using payment gateway fromX with reference number IGATALIZU0,2025-07-08,NSE-EQ - Z,Bank Receipts,0,1000,1000.002737
Being payment gateway charges debited forX,2025-07-08,NSE-EQ - Z,Journal Entry,10.62,0,989.382737
Funds added using UPI fromX with reference number 100931639306,2025-07-08,NSE-EQ - Z,Bank Receipts,0,50000,50989.382737
Net settlement for Equity with settlement number: 2025129,2025-07-08,NSE-EQ - Z,Book Voucher,17091.89385,0,33897.488887
Net settlement for Equity with settlement number: 2025131,2025-07-10,NSE-EQ - Z,Book Voucher,16434.625857,0,17462.86303
Net settlement for Equity with settlement number: 2025132,2025-07-11,NSE-EQ - Z,Book Voucher,13234.481636,0,4228.381394
DP Charges for Sale of MASFIN on 14/07/2025,2025-07-14,NSE-EQ - Z,Journal Entry,15.045,0,4213.336394
Net settlement for Equity with settlement number: 2025133,2025-07-14,NSE-EQ - Z,Book Voucher,0,1852.767949,6066.104343
DP Charges for Sale of MASFIN on 15/07/2025,2025-07-15,NSE-EQ - Z,Journal Entry,15.045,0,6051.059343
Net settlement for Equity with settlement number: 2025134,2025-07-15,NSE-EQ - Z,Book Voucher,0,452.027639,6503.086982
DP Charges for Sale of ANGELONE on 16/07/2025,2025-07-16,NSE-EQ - Z,Journal Entry,15.045,0,6488.041982
Net settlement for Equity with settlement number: 2025135,2025-07-16,NSE-EQ - Z,Book Voucher,2406.418167,0,4081.623815
DP Charges for Sale of ANGELONE on 17/07/2025,2025-07-17,NSE-EQ - Z,Journal Entry,15.045,0,4066.578815
Net settlement for Equity with settlement number: 2025136,2025-07-17,NSE-EQ - Z,Book Voucher,1481.415314,0,2585.163501
Net settlement for Equity with settlement number: 2025137,2025-07-18,NSE-EQ - Z,Book Voucher,0,26058.704744,28643.868245
DP Charges for Sale of CDSL on 18/07/2025,2025-07-18,NSE-EQ - Z,Journal Entry,15.045,0,28628.823245
Net settlement for Equity with settlement number: 2025138,2025-07-21,NSE-EQ - Z,Book Voucher,0,4385.091166,33013.914411
DP Charges for Sale of ANGELONE on 21/07/2025,2025-07-21,NSE-EQ - Z,Journal Entry,15.045,0,32998.869411
AMC for Demat Account for 13-03-2025 to 11-06-2025,2025-07-22,NSE-EQ - Z,Journal Entry,88.5,0,32910.369411
Net settlement for Equity with settlement number: 2025139,2025-07-22,NSE-EQ - Z,Book Voucher,13259.214348,0,19651.155063
Net settlement for Equity with settlement number: 2025140,2025-07-23,NSE-EQ - Z,Book Voucher,7614.117465,0,12037.037598
Net settlement for Equity with settlement number: 2025141,2025-07-24,NSE-EQ - Z,Book Voucher,11641.852613,0,395.184985
Net settlement for Equity with settlement number: 2025142,2025-07-25,NSE-EQ - Z,Book Voucher,220.220037,0,174.964948
DP Charges for Sale of MASFIN on 28/07/2025,2025-07-28,NSE-EQ - Z,Journal Entry,15.045,0,159.919948
DP Charges for Sale of KPITTECH on 28/07/2025,2025-07-28,NSE-EQ - Z,Journal Entry,15.045,0,144.874948
Net settlement for Equity with settlement number: 2025143,2025-07-28,NSE-EQ - Z,Book Voucher,0,17.927815,162.802763
DP Charges for Sale of KPITTECH on 29/07/2025,2025-07-29,NSE-EQ - Z,Journal Entry,15.045,0,147.757763
DP Charges for Sale of BIKAJI on 29/07/2025,2025-07-29,NSE-EQ - Z,Journal Entry,15.045,0,132.712763
Net settlement for Equity with settlement number: 2025144,2025-07-29,NSE-EQ - Z,Book Voucher,0,1249.606691,1382.319454
Net settlement for Equity with settlement number: 2025146,2025-07-31,NSE-EQ - Z,Book Voucher,0,20767.306761,22149.626215
DP Charges for Sale of KPITTECH on 31/07/2025,2025-07-31,NSE-EQ - Z,Journal Entry,15.045,0,22134.581215
DP Charges for Sale of IGIL on 31/07/2025,2025-07-31,NSE-EQ - Z,Journal Entry,15.045,0,22119.536215
Net settlement for Equity with settlement number: 2025147,2025-08-01,NSE-EQ - Z,Book Voucher,0,35852.296255,57971.83247
DP Charges for Sale of BIKAJI on 01/08/2025,2025-08-01,NSE-EQ - Z,Journal Entry,15.045,0,57956.78747
Net settlement for Equity with settlement number: 2025148,2025-08-04,NSE-EQ - Z,Book Voucher,13102.241814,0,44854.545656
DP Charges for Sale of BSE on 04/08/2025,2025-08-04,NSE-EQ - Z,Journal Entry,15.045,0,44839.500656
Net settlement for Equity with settlement number: 2025149,2025-08-05,NSE-EQ - Z,Book Voucher,7246.305349,0,37593.195307
Net settlement for Equity with settlement number: 2025150,2025-08-06,NSE-EQ - Z,Book Voucher,10610.691174,0,26982.504133
DP Charges for Sale of V2RETAIL on 07/08/2025,2025-08-07,NSE-EQ - Z,Journal Entry,15.045,0,26967.459133
Net settlement for Equity with settlement number: 2025151,2025-08-07,NSE-EQ - Z,Book Voucher,25056.730047,0,1910.729086
Net settlement for Equity with settlement number: 2025152,2025-08-08,NSE-EQ - Z,Book Voucher,1207.466607,0,703.262479
DP Charges for Sale of CMSINFO on 11/08/2025,2025-08-11,NSE-EQ - Z,Journal Entry,15.045,0,688.217479
Net settlement for Equity with settlement number: 2025153,2025-08-11,NSE-EQ - Z,Book Voucher,0,2171.337483,2859.554962
Net settlement for Equity with settlement number: 2025155,2025-08-13,NSE-EQ - Z,Book Voucher,1897.09789,0,962.457072
DP Charges for Sale of THERMAX on 14/08/2025,2025-08-14,NSE-EQ - Z,Journal Entry,15.045,0,947.412072
DP Charges for Sale of PCJEWELLER on 14/08/2025,2025-08-14,NSE-EQ - Z,Journal Entry,15.045,0,932.367072
Net settlement for Equity with settlement number: 2025156,2025-08-14,NSE-EQ - Z,Book Voucher,0,52507.163709,53439.530781
Net settlement for Equity with settlement number: 2025157,2025-08-18,NSE-EQ - Z,Book Voucher,4730.42642,0,48709.104361
Net settlement for Equity with settlement number: 2025159,2025-08-20,NSE-EQ - Z,Book Voucher,8271.06408,0,40438.040281
DP Charges for Sale of KPITTECH on 22/08/2025,2025-08-22,NSE-EQ - Z,Journal Entry,15.045,0,40422.995281
DP Charges for Sale of CMSINFO on 22/08/2025,2025-08-22,NSE-EQ - Z,Journal Entry,15.045,0,40407.950281
DP Charges for Sale of ANGELONE on 22/08/2025,2025-08-22,NSE-EQ - Z,Journal Entry,15.045,0,40392.905281
Net settlement for Equity with settlement number: 2025161,2025-08-22,NSE-EQ - Z,Book Voucher,30364.191586,0,10028.713695
Net settlement for Equity with settlement number: 2025162,2025-08-25,NSE-EQ - Z,Book Voucher,1660.322028,0,8368.391667
Net settlement for Equity with settlement number: 2025163,2025-08-26,NSE-EQ - Z,Book Voucher,2514.103926,0,5854.287741
Net settlement for Equity with settlement number: 2025165,2025-08-29,NSE-EQ - Z,Book Voucher,1951.840604,0,3902.447137
Net settlement for Equity with settlement number: 2025169,2025-09-04,NSE-EQ - Z,Book Voucher,3422.16528,0,480.281857
DP Charges for Sale of CMSINFO on 05/09/2025,2025-09-05,NSE-EQ - Z,Journal Entry,15.045,0,465.236857
Net settlement for Equity with settlement number: 2025170,2025-09-05,NSE-EQ - Z,Book Voucher,0,38553.07651,39018.313367
Net settlement for Equity with settlement number: 2025171,2025-09-08,NSE-EQ - Z,Book Voucher,30845.063485,0,8173.249882
Net settlement for Equity with settlement number: 2025172,2025-09-09,NSE-EQ - Z,Book Voucher,7899.10535,0,274.144532
Net settlement for Equity with settlement number: 2025174,2025-09-11,NSE-EQ - Z,Book Voucher,273.282403,0,0.862129
Net settlement for Equity with settlement number: 2025175,2025-09-12,NSE-EQ - Z,Book Voucher,0,173288.053669,173288.915798
DP Charges for Sale of MASFIN on 12/09/2025,2025-09-12,NSE-EQ - Z,Journal Entry,15.045,0,173273.870798
Net settlement for Equity with settlement number: 2025176,2025-09-15,NSE-EQ - Z,Book Voucher,3028.094098,0,170245.7767
DP Charges for Sale of GSM-RE on 15/09/2025,2025-09-15,NSE-EQ - Z,Journal Entry,15.045,0,170230.7317
Net settlement for Equity with settlement number: 2025177,2025-09-16,NSE-EQ - Z,Book Voucher,21543.182996,0,148687.548704
DP Charges for Sale of LEHAR on 17/09/2025,2025-09-17,NSE-EQ - Z,Journal Entry,15.045,0,148672.503704
Net settlement for Equity with settlement number: 2025178,2025-09-17,NSE-EQ - Z,Book Voucher,0,263.827991,148936.331695
Net settlement for Equity with settlement number: 2025179,2025-09-18,NSE-EQ - Z,Book Voucher,132897.975272,0,16038.356423
Net settlement for Equity with settlement number: 2025180,2025-09-19,NSE-EQ - Z,Book Voucher,15332.337679,0,706.018744
Net settlement for Equity with settlement number: 2025181,2025-09-22,NSE-EQ - Z,Book Voucher,0,125769.180588,126475.199332
DP Charges for Sale of KPITTECH on 22/09/2025,2025-09-22,NSE-EQ - Z,Journal Entry,15.045,0,126460.154332
Net settlement for Equity with settlement number: 2025182,2025-09-23,NSE-EQ - Z,Book Voucher,22673.357639,0,103786.796693
Net settlement for Equity with settlement number: 2025183,2025-09-24,NSE-EQ - Z,Book Voucher,0,262146.60459,365933.401283
DP Charges for Sale of PERSISTENT on 24/09/2025,2025-09-24,NSE-EQ - Z,Journal Entry,15.045,0,365918.356283
Net settlement for Equity with settlement number: 2025184,2025-09-25,NSE-EQ - Z,Book Voucher,12769.696697,0,353148.659586
Net settlement for Equity with settlement number: 2025185,2025-09-26,NSE-EQ - Z,Book Voucher,18063.377457,0,335085.282129
Net settlement for Equity with settlement number: 2025186,2025-09-29,NSE-EQ - Z,Book Voucher,72269.236609,0,262816.04552
Net settlement for Equity with settlement number: 2025187,2025-09-30,NSE-EQ - Z,Book Voucher,4874.622631,0,257941.422889
Net settlement for Equity with settlement number: 2025188,2025-10-01,NSE-EQ - Z,Book Voucher,2206.392454,0,255735.030435
Net settlement for Equity with settlement number: 2025189,2025-10-03,NSE-EQ - Z,Book Voucher,1495.827906,0,254239.202529
Funds transferred back as part of quarterly settlement with reference number e7b649c486058b3e9b68e9,2025-10-03,NSE-EQ - Z,Bank Payments,253367.13,0,872.072529
Net settlement for Equity with settlement number: 2025191,2025-10-07,NSE-EQ - Z,Book Voucher,292.340935,0,579.731594
Net settlement for Equity with settlement number: 2025201,2025-10-21,NSE-EQ - Z,Book Voucher,0,14708.094523,15287.826117
DP Charges for Sale of ANGELONE on 21/10/2025,2025-10-21,NSE-EQ - Z,Journal Entry,15.045,0,15272.781117
Reversal of Brokerage  on 2025-10-21 for 2025201,2025-10-21,NSE-EQ - Z,Journal Entry,0,0.0118,15272.792917
Funds added using UPI fromX with reference number 529643781777,2025-10-23,NSE-EQ - Z,Bank Receipts,0,100000,115272.792917
Net settlement for Equity with settlement number: 2025202,2025-10-23,NSE-EQ - Z,Book Voucher,29839.197037,0,85433.59588
DP Charges for Sale of LUXIND on 23/10/2025,2025-10-23,NSE-EQ - Z,Journal Entry,15.045,0,85418.55088
DP Charges for Sale of WENDT on 23/10/2025,2025-10-23,NSE-EQ - Z,Journal Entry,15.045,0,85403.50588
AMC for Demat Account for 12-06-2025 to 10-09-2025,2025-10-24,NSE-EQ - Z,Journal Entry,88.5,0,85315.00588
Net settlement for Equity with settlement number: 2025203,2025-10-24,NSE-EQ - Z,Book Voucher,10177.775829,0,75137.230051
Net settlement for Equity with settlement number: 2025204,2025-10-27,NSE-EQ - Z,Book Voucher,16694.526065,0,58442.703986
Net settlement for Equity with settlement number: 2025205,2025-10-28,NSE-EQ - Z,Book Voucher,58200.976216,0,241.72777
Funds added using UPI fromX with reference number 101816255630,2025-10-29,NSE-EQ - Z,Bank Receipts,0,100000,100241.72777
DP Charges for Sale of J&KBANK on 29/10/2025,2025-10-29,NSE-EQ - Z,Journal Entry,15.045,0,100226.68277
Net settlement for Equity with settlement number: 2025206,2025-10-29,NSE-EQ - Z,Book Voucher,3374.506799,0,96852.175971
Net settlement for Equity with settlement number: 2025207,2025-10-30,NSE-EQ - Z,Book Voucher,2793.31617,0,94058.859801
DP Charges for Sale of SONACOMS on 31/10/2025,2025-10-31,NSE-EQ - Z,Journal Entry,15.045,0,94043.814801
DP Charges for Sale of BLS on 31/10/2025,2025-10-31,NSE-EQ - Z,Journal Entry,15.045,0,94028.769801
Net settlement for Equity with settlement number: 2025208,2025-10-31,NSE-EQ - Z,Book Voucher,0,32688.018382,126716.788183
Net settlement for Equity with settlement number: 2025210,2025-11-04,NSE-EQ - Z,Book Voucher,19380.707963,0,107336.08022
Net settlement for Equity with settlement number: 2025211,2025-11-06,NSE-EQ - Z,Book Voucher,67266.676088,0,40069.404132
Net settlement for Equity with settlement number: 2025212,2025-11-07,NSE-EQ - Z,Book Voucher,2803.116537,0,37266.287595
Net settlement for Equity with settlement number: 2025213,2025-11-10,NSE-EQ - Z,Book Voucher,36624.182886,0,642.104709
DP Charges for Sale of BLS on 11/11/2025,2025-11-11,NSE-EQ - Z,Journal Entry,15.045,0,627.059709
Net settlement for Equity with settlement number: 2025214,2025-11-11,NSE-EQ - Z,Book Voucher,0,4027.239877,4654.299586
Net settlement for Equity with settlement number: 2025215,2025-11-12,NSE-EQ - Z,Book Voucher,4217.855862,0,436.443724
Funds added using UPI fromX with reference number 101963994759,2025-11-14,NSE-EQ - Z,Bank Receipts,0,60000,60436.443724
Net settlement for Equity with settlement number: 2025217,2025-11-14,NSE-EQ - Z,Book Voucher,7709.820507,0,52726.623217
DP Charges for Sale of SULA on 17/11/2025,2025-11-17,NSE-EQ - Z,Journal Entry,15.045,0,52711.578217
Net settlement for Equity with settlement number: 2025218,2025-11-17,NSE-EQ - Z,Book Voucher,0,8503.755011,61215.333228
DP Charges for Sale of BLUESTARCO on 18/11/2025,2025-11-18,NSE-EQ - Z,Journal Entry,15.045,0,61200.288228
DP Charges for Sale of SULA on 18/11/2025,2025-11-18,NSE-EQ - Z,Journal Entry,15.045,0,61185.243228
Net settlement for Equity with settlement number: 2025219,2025-11-18,NSE-EQ - Z,Book Voucher,56066.077108,0,5119.16612
Net settlement for Equity with settlement number: 2025221,2025-11-20,NSE-EQ - Z,Book Voucher,1420.564898,0,3698.601222
DP Charges for Sale of BLUESTARCO on 21/11/2025,2025-11-21,NSE-EQ - Z,Journal Entry,15.045,0,3683.556222
Net settlement for Equity with settlement number: 2025222,2025-11-21,NSE-EQ - Z,Book Voucher,1978.310069,0,1705.246153
Net settlement for Equity with settlement number: 2025223,2025-11-24,NSE-EQ - Z,Book Voucher,1674.52436,0,30.721793
DP Charges for Sale of SAFARI on 01/12/2025,2025-12-01,NSE-EQ - Z,Journal Entry,15.045,0,15.676793
